timestamp,open,high,low,close,volume
2025-04-30 04:00:00,95032.84,95180.0,94916.85,95004.93,337.96166
2025-04-30 04:15:00,95004.94,95060.0,94869.56,94896.93,132.62711
2025-04-30 04:30:00,94896.94,94987.42,94884.14,94902.34,80.00771
2025-04-30 04:45:00,94902.34,95067.31,94892.69,95054.75,115.55222
2025-04-30 05:00:00,95054.76,95102.94,94933.96,95045.11,91.50499
2025-04-30 05:15:00,95045.12,95113.2,94973.41,94973.42,131.70033
2025-04-30 05:30:00,94973.41,95058.38,94956.52,95005.22,58.05898
2025-04-30 05:45:00,95005.21,95005.22,94869.57,94894.0,141.00235
2025-04-30 06:00:00,94894.0,94921.32,94840.62,94909.08,50.96967
2025-04-30 06:15:00,94909.09,94970.31,94869.57,94951.5,134.68374
2025-04-30 06:30:00,94951.5,94951.5,94773.82,94773.83,61.34684
2025-04-30 06:45:00,94773.83,94819.28,94745.4,94751.99,48.17422
2025-04-30 07:00:00,94752.0,94839.49,94733.55,94809.53,101.88901
2025-04-30 07:15:00,94809.53,94869.49,94757.83,94757.84,74.96507
2025-04-30 07:30:00,94757.83,94763.32,94566.77,94571.61,154.99355
2025-04-30 07:45:00,94571.6,94629.46,94500.0,94620.99,132.21899
2025-04-30 08:00:00,94620.99,94725.11,94556.08,94725.1,95.13003
2025-04-30 08:15:00,94725.1,94809.52,94527.58,94527.59,120.74334
2025-04-30 08:30:00,94527.59,94649.78,94527.58,94636.86,53.48171
2025-04-30 08:45:00,94636.86,94746.42,94595.11,94718.18,63.35476
2025-04-30 09:00:00,94718.19,94799.7,94705.61,94705.63,80.96217
2025-04-30 09:15:00,94705.64,94776.82,94667.69,94776.01,71.38227
2025-04-30 09:30:00,94776.0,95043.23,94776.0,94995.18,165.42677
2025-04-30 09:45:00,94995.18,95017.64,94914.98,94970.01,73.98313
2025-04-30 10:00:00,94970.01,94988.45,94852.67,94938.73,112.46827
2025-04-30 10:15:00,94938.74,94945.81,94875.52,94919.17,31.93538
2025-04-30 10:30:00,94919.18,94979.24,94884.0,94971.99,48.37519
2025-04-30 10:45:00,94972.0,95022.49,94908.0,94946.52,124.15177
2025-04-30 11:00:00,94946.52,94990.31,94946.52,94985.55,30.82593
2025-04-30 11:15:00,94985.55,95122.0,94928.44,95114.22,172.25114
2025-04-30 11:30:00,95114.22,95217.4,95085.82,95095.22,184.64969
2025-04-30 11:45:00,95095.22,95228.45,95039.66,95176.66,232.12402
2025-04-30 12:00:00,95176.66,95214.9,95045.79,95146.46,153.07628
2025-04-30 12:15:00,95146.46,95189.0,94887.77,94928.64,202.71026
2025-04-30 12:30:00,94928.64,95036.52,94349.29,94493.98,900.94532
2025-04-30 12:45:00,94493.99,94637.72,94362.24,94555.88,407.6881
2025-04-30 13:00:00,94555.89,94618.99,94270.0,94282.01,289.06118
2025-04-30 13:15:00,94282.01,94649.5,94226.27,94545.98,310.41066
2025-04-30 13:30:00,94545.98,94559.71,93680.77,93899.99,941.57303
2025-04-30 13:45:00,93900.0,93933.64,93026.0,93032.58,1170.97238
2025-04-30 14:00:00,93032.58,93600.65,92910.0,93443.61,1262.61983
2025-04-30 14:15:00,93443.61,94183.75,93260.86,94123.98,650.08686
2025-04-30 14:30:00,94123.99,94367.7,93863.35,94084.97,495.51053
2025-04-30 14:45:00,94084.97,94086.96,93684.52,93705.04,750.40284
2025-04-30 15:00:00,93705.04,94041.66,93705.03,93971.49,232.10772
2025-04-30 15:15:00,93971.5,94043.15,93659.24,93857.51,166.37506
2025-04-30 15:30:00,93857.51,94103.96,93800.0,94103.96,185.96086
2025-04-30 15:45:00,94103.96,94112.18,93930.27,94004.63,137.66109
2025-04-30 16:00:00,94004.63,94019.99,93750.04,93750.05,193.70485
2025-04-30 16:15:00,93750.05,93761.91,93528.71,93730.0,203.59674
2025-04-30 16:30:00,93729.99,94189.58,93719.99,94086.95,159.35237
2025-04-30 16:45:00,94086.96,94137.38,93872.28,93939.98,133.90715
2025-04-30 17:00:00,93939.98,94083.05,93752.15,93809.52,83.97341
2025-04-30 17:15:00,93809.53,94036.63,93809.53,94036.62,58.95733
2025-04-30 17:30:00,94036.62,94267.14,94000.0,94267.14,109.70762
2025-04-30 17:45:00,94267.13,94267.14,94075.03,94100.39,150.21906
2025-04-30 18:00:00,94100.39,94500.0,94052.0,94360.0,214.53288
2025-04-30 18:15:00,94360.0,94461.12,94159.82,94159.83,126.85296
2025-04-30 18:30:00,94159.83,94197.4,94009.12,94074.04,98.25542
2025-04-30 18:45:00,94074.04,94180.0,94037.59,94078.24,70.42413
2025-04-30 19:00:00,94078.23,94168.96,94030.0,94101.5,61.4532
2025-04-30 19:15:00,94101.51,94110.0,93757.63,93797.9,108.19452
2025-04-30 19:30:00,93797.91,93955.48,93774.42,93946.58,89.07465
2025-04-30 19:45:00,93946.58,94266.36,93946.58,94152.01,173.38175
2025-04-30 20:00:00,94152.01,94680.0,94109.46,94638.6,496.64336
2025-04-30 20:15:00,94638.6,94739.14,94484.0,94707.33,216.96485
2025-04-30 20:30:00,94707.33,94726.77,94521.73,94599.98,92.60286
2025-04-30 20:45:00,94599.98,94700.0,94540.0,94555.99,90.55441
2025-04-30 21:00:00,94556.0,94784.1,94481.48,94565.23,145.70887
2025-04-30 21:15:00,94565.23,94684.45,94565.22,94622.07,39.90547
2025-04-30 21:30:00,94622.07,94636.0,94482.8,94482.81,61.90927
2025-04-30 21:45:00,94482.81,94559.95,94382.35,94419.0,82.64123
2025-04-30 22:00:00,94418.99,94720.0,94418.99,94584.66,97.83192
2025-04-30 22:15:00,94584.67,94584.67,94360.0,94360.0,63.58719
2025-04-30 22:30:00,94360.01,94403.94,94224.75,94268.23,141.87358
2025-04-30 22:45:00,94268.23,94268.23,94059.69,94114.05,208.77315
2025-04-30 23:00:00,94114.05,94285.72,94005.0,94281.71,180.7175
2025-04-30 23:15:00,94281.71,94333.34,94160.54,94257.74,59.75606
2025-04-30 23:30:00,94257.73,94333.34,94173.94,94173.95,61.94776
2025-04-30 23:45:00,94173.94,94283.04,94142.85,94172.0,53.24797
2025-05-01 00:00:00,94172.0,94347.83,94130.43,94269.04,120.12412
2025-05-01 00:15:00,94269.03,94333.34,94186.79,94290.15,68.80927
2025-05-01 00:30:00,94290.16,94300.0,94217.39,94287.13,48.86758
2025-05-01 00:45:00,94287.12,94405.47,94287.12,94405.47,88.44703
2025-05-01 01:00:00,94405.46,94599.99,94398.51,94532.51,109.86491
2025-05-01 01:15:00,94532.51,94700.0,94521.2,94633.37,170.60487
2025-05-01 01:30:00,94633.37,94710.0,94485.97,94710.0,137.63025
2025-05-01 01:45:00,94709.99,94709.99,94576.05,94636.51,84.0263
2025-05-01 02:00:00,94636.5,94826.04,94620.0,94701.0,138.77031
2025-05-01 02:15:00,94701.0,94950.0,94701.0,94928.33,213.91399
2025-05-01 02:30:00,94928.33,94972.5,94827.69,94898.4,184.09708
2025-05-01 02:45:00,94898.4,94920.99,94755.76,94867.46,354.6444
2025-05-01 03:00:00,94867.46,95040.3,94705.79,94718.22,577.58872
2025-05-01 03:15:00,94718.22,94815.14,94688.75,94815.13,74.42732
2025-05-01 03:30:00,94815.13,94935.15,94720.0,94849.32,429.09118
2025-05-01 03:45:00,94849.32,94849.33,94719.99,94782.6,76.53047
2025-05-01 04:00:00,94782.6,94891.07,94750.18,94831.01,60.58342
2025-05-01 04:15:00,94831.0,94849.63,94732.81,94740.01,55.69582
2025-05-01 04:30:00,94740.01,94819.83,94714.38,94816.02,81.89538
2025-05-01 04:45:00,94816.02,94934.99,94816.01,94860.51,60.81785
2025-05-01 05:00:00,94860.51,94967.0,94840.38,94966.99,116.2682
2025-05-01 05:15:00,94967.0,94980.0,94869.56,94905.37,78.62186
2025-05-01 05:30:00,94905.38,95150.0,94860.67,95114.46,276.32544
2025-05-01 05:45:00,95114.47,95178.11,95048.0,95147.96,205.83593
2025-05-01 06:00:00,95147.97,95180.0,95034.11,95069.21,146.59198
2025-05-01 06:15:00,95069.21,95107.24,95000.0,95012.75,116.40562
2025-05-01 06:30:00,95012.74,95025.39,94840.0,94873.66,136.16593
2025-05-01 06:45:00,94873.67,94908.9,94806.23,94888.85,68.25138
2025-05-01 07:00:00,94888.85,94982.66,94800.0,94982.65,70.16051
2025-05-01 07:15:00,94982.65,95016.72,94936.72,94988.21,66.74315
2025-05-01 07:30:00,94988.2,95049.06,94976.0,95042.51,114.5612
2025-05-01 07:45:00,95042.5,95130.01,95004.0,95025.84,225.42518
2025-05-01 08:00:00,95025.84,95086.64,94913.04,95017.31,79.89716
2025-05-01 08:15:00,95017.31,95151.17,95017.31,95149.99,146.44023
2025-05-01 08:30:00,95150.0,95155.0,95080.0,95095.87,81.38834
2025-05-01 08:45:00,95095.88,95210.16,95095.87,95210.16,115.83889
2025-05-01 09:00:00,95210.16,95215.28,95140.18,95175.99,53.00178
2025-05-01 09:15:00,95175.99,95349.89,95175.99,95339.5,204.06791
2025-05-01 09:30:00,95339.5,95499.0,95298.77,95426.79,332.03227
2025-05-01 09:45:00,95426.79,95817.78,95426.79,95520.99,570.74493
2025-05-01 10:00:00,95520.99,95745.0,95520.98,95732.59,218.65525
2025-05-01 10:15:00,95732.58,96396.31,95732.58,96318.77,1019.90932
2025-05-01 10:30:00,96318.76,96391.31,96074.36,96139.98,356.33225
2025-05-01 10:45:00,96139.98,96191.07,95896.79,96169.01,270.90028
2025-05-01 11:00:00,96169.01,96250.4,96071.18,96162.99,261.07175
2025-05-01 11:15:00,96162.99,96191.41,95836.57,95927.49,203.10822
2025-05-01 11:30:00,95927.5,96156.32,95922.5,96101.99,161.4578
2025-05-01 11:45:00,96101.99,96239.08,96101.99,96180.01,162.2395
2025-05-01 12:00:00,96180.01,96334.02,96126.6,96265.62,224.57885
2025-05-01 12:15:00,96265.63,96407.32,96160.0,96197.61,218.52566
2025-05-01 12:30:00,96197.6,96463.18,96116.14,96423.61,240.861
2025-05-01 12:45:00,96423.62,96434.79,96251.99,96373.2,138.20749
2025-05-01 13:00:00,96373.2,96509.65,96304.34,96509.65,182.20841
2025-05-01 13:15:00,96509.65,96734.89,96456.57,96642.0,365.9478
2025-05-01 13:30:00,96642.01,96650.93,95925.23,96163.07,639.50003
2025-05-01 13:45:00,96163.08,96256.0,95769.66,95809.52,552.83686
2025-05-01 14:00:00,95809.52,96240.47,95809.52,96224.0,854.30689
2025-05-01 14:15:00,96223.99,96459.04,96223.99,96404.01,775.11036
2025-05-01 14:30:00,96404.01,96689.7,96173.91,96368.0,695.40054
2025-05-01 14:45:00,96368.0,96908.28,96328.86,96827.99,443.06044
2025-05-01 15:00:00,96828.0,97421.0,96751.3,97384.98,1004.97438
2025-05-01 15:15:00,97384.97,97424.02,96971.23,97126.0,547.7603
2025-05-01 15:30:00,97125.99,97198.68,96940.72,97010.46,260.24542
2025-05-01 15:45:00,97010.47,97068.0,96851.67,96854.3,255.96772
2025-05-01 16:00:00,96854.31,97150.0,96854.3,97087.3,237.19944
2025-05-01 16:15:00,97087.3,97214.29,96880.24,97209.54,209.85507
2025-05-01 16:30:00,97209.54,97367.26,97166.19,97336.0,252.11466
2025-05-01 16:45:00,97335.99,97357.38,96980.3,97007.14,261.10891
2025-05-01 17:00:00,97007.15,97178.03,96969.29,97102.5,183.67771
2025-05-01 17:15:00,97102.5,97216.99,96833.33,96873.46,230.26825
2025-05-01 17:30:00,96873.45,97003.24,96514.24,96577.99,221.97608
2025-05-01 17:45:00,96577.99,96806.22,96541.37,96794.17,139.93395
2025-05-01 18:00:00,96794.18,96860.07,96602.6,96602.6,184.78484
2025-05-01 18:15:00,96602.6,96650.01,96484.12,96484.12,214.97231
2025-05-01 18:30:00,96484.12,96762.57,96425.22,96762.57,156.83778
2025-05-01 18:45:00,96762.57,96975.3,96762.56,96869.55,189.19429
2025-05-01 19:00:00,96869.56,96882.72,96480.0,96495.49,178.5574
2025-05-01 19:15:00,96495.49,96622.65,96424.44,96467.32,182.7389
2025-05-01 19:30:00,96467.33,96699.07,96450.26,96513.16,115.23326
2025-05-01 19:45:00,96513.15,96656.66,96461.98,96523.26,242.34957
2025-05-01 20:00:00,96523.26,96724.0,96312.24,96724.0,345.07769
2025-05-01 20:15:00,96724.0,96885.77,96707.54,96707.55,202.37487
2025-05-01 20:30:00,96707.55,96772.0,96520.38,96580.0,157.39221
2025-05-01 20:45:00,96580.01,96611.12,96340.9,96407.9,113.55145
2025-05-01 21:00:00,96407.91,96706.35,96390.26,96697.0,77.12142
2025-05-01 21:15:00,96697.0,96707.55,96567.94,96578.15,53.73088
2025-05-01 21:30:00,96578.14,96774.73,96490.29,96774.72,82.63605
2025-05-01 21:45:00,96774.72,96774.73,96464.55,96464.55,78.8603
2025-05-01 22:00:00,96464.56,96609.23,96416.0,96609.23,88.78303
2025-05-01 22:15:00,96609.22,96643.08,96549.91,96598.67,51.65557
2025-05-01 22:30:00,96598.67,96598.67,96375.61,96456.0,114.4363
2025-05-01 22:45:00,96456.0,96457.3,96369.31,96372.33,50.02668
2025-05-01 23:00:00,96372.34,96411.32,96200.0,96303.11,120.80369
2025-05-01 23:15:00,96303.11,96470.48,96293.65,96400.86,58.64572
2025-05-01 23:30:00,96400.86,96400.86,96184.19,96301.9,135.24848
2025-05-01 23:45:00,96301.89,96500.0,96300.0,96489.91,54.94199
2025-05-02 00:00:00,96489.9,96674.61,96466.21,96619.04,232.34516
2025-05-02 00:15:00,96619.05,96869.34,96559.1,96843.92,189.33809
2025-05-02 00:30:00,96843.91,97052.48,96744.74,96820.76,155.82791
2025-05-02 00:45:00,96820.75,97042.97,96792.45,97042.97,105.61881
2025-05-02 01:00:00,97042.96,97179.97,96970.56,97003.64,188.69143
2025-05-02 01:15:00,97003.65,97150.8,96950.0,97000.0,121.32964
2025-05-02 01:30:00,97000.0,97000.01,96772.0,96833.34,136.72698
2025-05-02 01:45:00,96833.34,97018.53,96786.04,96970.4,120.15743
2025-05-02 02:00:00,96970.4,96970.41,96722.41,96783.57,127.96914
2025-05-02 02:15:00,96783.58,97020.0,96752.5,97004.15,98.1972
2025-05-02 02:30:00,97004.15,97040.0,96904.88,96942.9,182.49158
2025-05-02 02:45:00,96942.89,97023.81,96942.89,96952.58,40.91523
2025-05-02 03:00:00,96952.59,97199.04,96952.58,97188.68,116.23173
2025-05-02 03:15:00,97188.67,97188.68,96999.99,97047.16,87.71244
2025-05-02 03:30:00,97047.17,97214.29,97047.16,97188.0,136.71733
2025-05-02 03:45:00,97188.0,97233.1,97102.31,97102.32,93.91108
2025-05-02 04:00:00,97102.32,97309.78,97087.3,97132.07,327.45805
2025-05-02 04:15:00,97132.08,97209.91,97101.63,97108.0,56.20739
2025-05-02 04:30:00,97107.99,97108.0,96928.47,96928.48,112.91161
2025-05-02 04:45:00,96928.47,97000.0,96868.35,96939.86,82.43398
2025-05-02 05:00:00,96939.85,97010.55,96867.83,96952.4,62.52968
2025-05-02 05:15:00,96952.39,96952.4,96793.54,96833.33,154.6323
2025-05-02 05:30:00,96833.34,96876.04,96794.0,96810.57,70.55269
2025-05-02 05:45:00,96810.57,96877.49,96631.74,96707.54,246.96652
2025-05-02 06:00:00,96707.54,96756.61,96604.16,96710.1,88.71003
2025-05-02 06:15:00,96710.11,96833.34,96623.22,96820.75,85.36672
2025-05-02 06:30:00,96820.75,96892.34,96629.6,96636.71,132.00559
2025-05-02 06:45:00,96636.71,96722.27,96562.98,96715.0,77.83937
2025-05-02 07:00:00,96715.0,96729.2,96450.0,96540.01,225.63557
2025-05-02 07:15:00,96540.0,96723.55,96455.75,96618.03,185.21475
2025-05-02 07:30:00,96618.02,96650.95,96350.08,96509.44,296.91429
2025-05-02 07:45:00,96509.43,96537.74,96350.0,96350.0,227.51202
2025-05-02 08:00:00,96350.01,96579.37,96350.0,96567.54,132.92033
2025-05-02 08:15:00,96567.54,96665.98,96540.19,96626.05,101.65672
2025-05-02 08:30:00,96626.05,96775.77,96477.51,96716.74,192.47775
2025-05-02 08:45:00,96716.75,96753.2,96611.11,96636.2,81.05636
2025-05-02 09:00:00,96636.2,96788.0,96460.73,96783.01,159.75733
2025-05-02 09:15:00,96783.01,96783.02,96621.74,96710.5,118.38624
2025-05-02 09:30:00,96710.51,96747.1,96589.98,96594.54,84.06947
2025-05-02 09:45:00,96594.54,96711.75,96594.53,96596.68,54.79974
2025-05-02 10:00:00,96596.68,96792.46,96596.68,96761.61,80.10018
2025-05-02 10:15:00,96761.6,96896.83,96761.6,96865.07,90.51402
2025-05-02 10:30:00,96865.08,96896.83,96803.32,96889.01,114.47923
2025-05-02 10:45:00,96889.02,96927.92,96810.0,96888.0,82.30043
2025-05-02 11:00:00,96888.0,97018.87,96888.0,97000.01,157.21682
2025-05-02 11:15:00,97000.0,97100.0,96915.02,96943.99,180.18655
2025-05-02 11:30:00,96943.99,96977.08,96887.91,96954.74,139.07074
2025-05-02 11:45:00,96954.74,97011.86,96886.47,96928.97,91.27889
2025-05-02 12:00:00,96928.97,96947.76,96790.01,96792.46,99.75193
2025-05-02 12:15:00,96792.45,96932.7,96766.02,96790.48,118.99555
2025-05-02 12:30:00,96790.49,97139.12,96650.94,96978.02,482.44167
2025-05-02 12:45:00,96978.02,97182.54,96961.45,97182.53,192.21491
2025-05-02 13:00:00,97182.54,97290.29,96769.84,96769.85,455.67859
2025-05-02 13:15:00,96769.85,96962.27,96768.69,96962.27,123.16433
2025-05-02 13:30:00,96962.27,97050.76,96672.46,96933.97,297.42468
2025-05-02 13:45:00,96933.97,97000.0,96709.7,96772.08,198.93672
2025-05-02 14:00:00,96772.08,97227.77,96708.98,96836.76,393.38196
2025-05-02 14:15:00,96836.76,97188.68,96804.99,97162.7,269.74272
2025-05-02 14:30:00,97162.69,97679.48,97135.86,97375.64,865.06266
2025-05-02 14:45:00,97375.64,97895.68,97369.84,97748.4,595.46326
2025-05-02 15:00:00,97748.41,97891.19,97527.87,97557.81,287.51553
2025-05-02 15:15:00,97557.8,97685.0,97063.0,97159.29,338.09871
2025-05-02 15:30:00,97159.29,97500.0,97092.9,97429.51,197.33118
2025-05-02 15:45:00,97429.51,97480.0,97300.0,97330.19,131.97733
2025-05-02 16:00:00,97330.19,97750.0,97330.18,97613.2,404.96863
2025-05-02 16:15:00,97613.2,97783.02,97550.0,97613.2,141.38277
2025-05-02 16:30:00,97613.21,97714.29,97520.48,97673.4,158.49364
2025-05-02 16:45:00,97673.4,97673.4,97325.51,97348.69,144.13447
2025-05-02 17:00:00,97348.69,97374.19,97053.46,97130.51,227.72034
2025-05-02 17:15:00,97130.52,97341.27,97108.32,97302.6,107.70828
2025-05-02 17:30:00,97302.6,97433.58,97245.3,97254.06,93.73555
2025-05-02 17:45:00,97254.07,97428.58,97214.28,97402.55,78.44083
2025-05-02 18:00:00,97402.55,97551.74,97365.44,97523.99,105.9129
2025-05-02 18:15:00,97524.0,97551.65,97428.45,97432.73,68.38486
2025-05-02 18:30:00,97432.73,97619.0,97414.13,97556.61,95.26419
2025-05-02 18:45:00,97556.6,97575.15,97155.68,97171.0,107.11976
2025-05-02 19:00:00,97171.0,97171.01,97014.5,97047.23,201.21362
2025-05-02 19:15:00,97047.23,97182.54,97008.28,97164.88,93.94253
2025-05-02 19:30:00,97164.88,97164.88,96809.67,96896.83,123.26155
2025-05-02 19:45:00,96896.82,97023.81,96769.84,96924.23,181.02383
2025-05-02 20:00:00,96924.23,97059.99,96844.05,97029.99,91.791
2025-05-02 20:15:00,97029.99,97029.99,96914.13,96996.66,47.85982
2025-05-02 20:30:00,96996.65,97136.0,96973.29,97059.4,58.52079
2025-05-02 20:45:00,97059.41,97102.86,96990.56,97022.31,45.33704
2025-05-02 21:00:00,97022.31,97038.79,96992.06,97038.78,31.52737
2025-05-02 21:15:00,97038.79,97038.79,96932.04,96932.95,32.09069
2025-05-02 21:30:00,96932.94,96944.58,96800.0,96830.49,58.91057
2025-05-02 21:45:00,96830.49,96830.5,96561.57,96726.08,136.34233
2025-05-02 22:00:00,96726.07,96792.46,96620.0,96637.81,140.28249
2025-05-02 22:15:00,96637.82,96720.0,96579.36,96688.73,66.2852
2025-05-02 22:30:00,96688.73,96776.81,96589.42,96614.58,90.64451
2025-05-02 22:45:00,96614.59,96693.03,96607.83,96649.01,54.94436
2025-05-02 23:00:00,96649.01,96735.85,96594.33,96715.65,67.51006
2025-05-02 23:15:00,96715.64,96792.46,96668.0,96692.68,83.35881
2025-05-02 23:30:00,96692.68,96818.69,96692.67,96804.32,53.56361
2025-05-02 23:45:00,96804.32,96896.83,96801.58,96887.14,39.54744
2025-05-03 00:00:00,96887.13,96935.67,96806.18,96806.19,193.78458
2025-05-03 00:15:00,96806.19,96860.0,96743.35,96744.77,86.25058
2025-05-03 00:30:00,96744.77,96787.92,96669.53,96669.54,49.85192
2025-05-03 00:45:00,96669.53,96700.46,96612.87,96700.45,229.24917
2025-05-03 01:00:00,96700.46,96722.4,96564.09,96570.28,117.80605
2025-05-03 01:15:00,96570.28,96612.9,96502.15,96580.02,192.40616
2025-05-03 01:30:00,96580.01,96580.02,96446.93,96476.0,102.0152
2025-05-03 01:45:00,96475.99,96495.67,96435.16,96493.94,50.1748
2025-05-03 02:00:00,96493.93,96654.81,96487.07,96623.17,74.82713
2025-05-03 02:15:00,96623.17,96664.65,96600.35,96664.64,35.34335
2025-05-03 02:30:00,96664.64,96699.98,96568.0,96568.01,39.51319
2025-05-03 02:45:00,96568.01,96570.88,96517.4,96533.51,125.88686
2025-05-03 03:00:00,96533.5,96535.96,96488.99,96488.99,87.15917
2025-05-03 03:15:00,96489.0,96489.0,96373.62,96404.57,346.20686
2025-05-03 03:30:00,96404.58,96445.42,96300.02,96400.32,186.86131
2025-05-03 03:45:00,96400.32,96509.44,96327.99,96337.5,141.38829
2025-05-03 04:00:00,96337.5,96460.73,96307.88,96460.73,38.84486
2025-05-03 04:15:00,96460.72,96523.8,96407.03,96477.98,130.78127
2025-05-03 04:30:00,96477.99,96589.06,96475.23,96561.66,39.3267
2025-05-03 04:45:00,96561.66,96589.2,96500.62,96519.05,43.73536
2025-05-03 05:00:00,96519.04,96530.0,96415.86,96415.86,40.33064
2025-05-03 05:15:00,96415.86,96546.8,96415.86,96536.31,64.49315
2025-05-03 05:30:00,96536.32,96593.0,96496.99,96588.61,71.50234
2025-05-03 05:45:00,96588.62,96588.62,96407.97,96417.14,130.58596
2025-05-03 06:00:00,96417.15,96417.15,96325.4,96337.81,108.46103
2025-05-03 06:15:00,96337.81,96337.81,96188.03,96196.01,177.12589
2025-05-03 06:30:00,96196.01,96320.0,96196.01,96320.0,114.86701
2025-05-03 06:45:00,96319.99,96320.0,96132.67,96183.5,138.63354
2025-05-03 07:00:00,96183.5,96280.0,96157.41,96246.74,100.64296
2025-05-03 07:15:00,96246.74,96275.3,96157.1,96212.0,78.53547
2025-05-03 07:30:00,96212.01,96384.9,96212.0,96347.05,123.79532
2025-05-03 07:45:00,96347.06,96391.7,96289.4,96322.68,107.21278
2025-05-03 08:00:00,96322.68,96322.69,96150.0,96160.01,171.74188
2025-05-03 08:15:00,96160.01,96353.38,96160.0,96353.38,249.85974
2025-05-03 08:30:00,96353.38,96421.91,96352.88,96362.02,117.63465
2025-05-03 08:45:00,96362.02,96388.82,96281.0,96281.0,60.41925
2025-05-03 09:00:00,96281.0,96335.82,96230.15,96232.97,69.20891
2025-05-03 09:15:00,96232.97,96396.23,96232.96,96325.4,85.91485
2025-05-03 09:30:00,96325.4,96325.4,96255.63,96255.64,52.18425
2025-05-03 09:45:00,96255.64,96357.77,96173.0,96254.01,111.56082
2025-05-03 10:00:00,96254.02,96254.02,96145.0,96150.97,105.2779
2025-05-03 10:15:00,96150.97,96214.2,96150.0,96150.71,106.98088
2025-05-03 10:30:00,96150.71,96219.54,95908.15,95937.62,394.96636
2025-05-03 10:45:00,95937.63,96042.6,95852.29,95896.5,534.0162
2025-05-03 11:00:00,95896.49,95966.55,95865.0,95943.76,162.90159
2025-05-03 11:15:00,95943.76,96032.96,95914.97,96016.84,62.54954
2025-05-03 11:30:00,96016.85,96083.53,95904.41,95942.53,164.91331
2025-05-03 11:45:00,95942.54,95984.96,95878.36,95942.02,172.30756
2025-05-03 12:00:00,95942.01,95968.85,95880.65,95925.74,197.29944
2025-05-03 12:15:00,95925.74,96062.42,95925.73,96044.54,169.73915
2025-05-03 12:30:00,96044.53,96150.19,95996.67,96140.02,120.6261
2025-05-03 12:45:00,96140.01,96163.81,96080.0,96120.42,120.55453
2025-05-03 13:00:00,96120.43,96217.96,96106.53,96190.0,85.50005
2025-05-03 13:15:00,96190.0,96261.41,96190.0,96256.29,77.75438
2025-05-03 13:30:00,96256.29,96319.63,96190.0,96253.19,119.78579
2025-05-03 13:45:00,96253.19,96330.0,96247.22,96330.0,63.95767
2025-05-03 14:00:00,96329.99,96459.67,96294.04,96300.0,164.79638
2025-05-03 14:15:00,96300.01,96420.0,96293.65,96365.98,48.8603
2025-05-03 14:30:00,96365.99,96388.21,96292.63,96383.01,45.32298
2025-05-03 14:45:00,96383.02,96388.89,96315.0,96380.95,45.07546
2025-05-03 15:00:00,96380.96,96509.44,96380.95,96461.57,73.89812
2025-05-03 15:15:00,96461.57,96462.18,96417.54,96424.96,33.27723
2025-05-03 15:30:00,96424.96,96484.13,96420.63,96420.63,40.2205
2025-05-03 15:45:00,96420.63,96442.55,96325.65,96418.68,41.29558
2025-05-03 16:00:00,96418.68,96428.33,96288.83,96288.83,90.4207
2025-05-03 16:15:00,96288.83,96304.98,96201.45,96275.62,73.68537
2025-05-03 16:30:00,96275.63,96275.63,96110.0,96150.94,90.58198
2025-05-03 16:45:00,96150.94,96238.1,96080.59,96215.41,51.86918
2025-05-03 17:00:00,96215.4,96215.4,95952.1,96036.47,115.55397
2025-05-03 17:15:00,96036.47,96123.92,95869.68,96123.91,113.92817
2025-05-03 17:30:00,96123.91,96123.92,95980.0,96071.42,72.66174
2025-05-03 17:45:00,96071.42,96191.57,96071.42,96191.56,48.05385
2025-05-03 18:00:00,96191.57,96211.5,96108.23,96211.49,34.71336
2025-05-03 18:15:00,96211.49,96271.5,96127.77,96178.34,39.94285
2025-05-03 18:30:00,96178.34,96178.34,96100.0,96100.0,23.06013
2025-05-03 18:45:00,96100.01,96177.5,96100.0,96146.99,29.03084
2025-05-03 19:00:00,96146.98,96204.71,96125.15,96204.71,20.439
2025-05-03 19:15:00,96204.71,96268.66,96204.7,96260.47,26.32901
2025-05-03 19:30:00,96260.47,96333.0,96260.46,96281.94,23.39596
2025-05-03 19:45:00,96281.95,96357.15,96281.94,96354.34,46.28005
2025-05-03 20:00:00,96354.34,96388.89,96347.83,96347.84,24.47862
2025-05-03 20:15:00,96347.83,96370.47,96317.72,96359.88,28.07111
2025-05-03 20:30:00,96359.88,96368.5,96290.69,96349.14,22.19815
2025-05-03 20:45:00,96349.15,96369.8,96306.45,96341.29,29.52791
2025-05-03 21:00:00,96341.29,96341.3,96271.97,96281.95,44.81998
2025-05-03 21:15:00,96281.96,96409.67,96281.95,96409.66,55.27812
2025-05-03 21:30:00,96409.67,96441.49,96261.9,96288.0,55.08466
2025-05-03 21:45:00,96288.0,96340.0,96238.09,96266.17,34.86405
2025-05-03 22:00:00,96266.17,96369.37,96206.18,96209.28,125.97142
2025-05-03 22:15:00,96209.28,96249.09,96205.16,96227.36,27.42488
2025-05-03 22:30:00,96227.35,96262.07,96227.35,96262.07,20.80909
2025-05-03 22:45:00,96262.06,96262.07,96166.67,96170.18,27.20752
2025-05-03 23:00:00,96170.19,96173.53,96139.83,96139.83,45.79688
2025-05-03 23:15:00,96139.83,96165.89,95921.88,95927.43,202.09267
2025-05-03 23:30:00,95927.43,96032.24,95753.01,95914.81,341.87567
